ref:mise;name;operator;address;latitude;longitude
10503;CHIETI VIA ERASMO PIAGGIO;SERVIZI & GESTIONI ITALIA S.R.L.;VIA ERASMO PIAGGIO  66100;42.36272959706732;14.13637817116387
51391;ENI;ROMANO IGLIF;VIA A. HERIO 6 66100;42.349025000123;14.164405000123
55277;Eni;D.C.B. S.A.S. DI DI CECCO LUIS FERNANDO E DI CECCO CRISTHIAN ISRAEL & C.;VIA SS  81 66011 località petozzo BUCCHIANICO (CH) km 153,700 66011;42.29589447682004;14.15910011444197
44774;ENI SPA;DIESSE SERVICE SAS DI INNAMORATI DANIELA & C.;VIALE ABRUZZO 302 66100;42.351196000123;14.136873000123
47971;IGOR FINOCCHIO;FINOCCHIO IGOR;Strada Statale, Km. 218+800, Viale Abruzzo 375 - 66100;42.34962796456187;14.136747224536887
58936;IP PETACCIA TERESA;PETACCIA TERESA;DEI FRENTANI 365 66100;42.4439;14.2224
44947;Italfuel StarOil;SM CARBURANTI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Viale Unità d'Italia, SS5 Via Tiburtina Valeria, Km. 0000 345 66100;42.380758000123;14.149764000123
6292;Più;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;VIA MASCI SNC 66100;42.36178460180254;14.199815779373239
37187;PORTOBELLO;BRECCIAROLA ENERGY S.R.L.;via Aterno km 215 . 66021;42.328544149973666;14.107225835323334
9569;q8;AMBROSINI NICOLA E FIGLIO - S.A.S.;VIALE UNITA' D'ITALIA SNC 66100;42.39005496060944;14.159298241138458
53408;Q8;D.C.B. S.A.S. DI DI CECCO LUIS FERNANDO E DI CECCO CRISTHIAN ISRAEL & C.;FILIPPO MASCI SNC 66100;42.36008;14.20603
55077;Q8 Chieti gransasso;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;Via Gran Sasso  66100;42.35674017516243;14.16683185516359
53919;retitalia;FUTURO PULITO - S.N.C. DI FRANCESCO CAPONE E D.C.B. S.A.S. DI DI CECCO LUIS FERNANDO E DI CECCO CRISTHIAN ISRAEL & C.;COLLE DELL'ARA SNC 66013;42.3632888794;14.1525402069
56018;star oil;RAFFAELE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;ABBRUZZO 463 66100;42.347143;14.136388
16074;stazione di servizio eni PV 54396;IMPIANTI CARBURANTI S.A.S. DI SANTOLERI MARCO & C.;VIALE BENEDETTO CROCE 270/B 66100;42.364167400000014;14.141329685319533
23455;STAZIONE SERVIZIO ENI;P.D.G. SERVICES S.A.S. DI PACE GIULIO & C; S.S. 656 KM. 1-896   66100;42.375511507222924;14.154309332370758
49493;TAMOIL - CHIETI BRIGATA MAJELLA;PAD MULTIENERGY S.P.A;BRIGATA MAJELLA  66100;42.341266344901065;14.169800425474936
22969;TAMOIL - CHIETI VIA M. DA CARAMANICO;PAD MULTIENERGY S.P.A;VIA M. DA CARAMANICO SNC 66100;42.358603242104444;14.140600949243147
53731;TAMOIL - CHIETI VIA MADONNA DEGLI ANGELI;PAD MULTIENERGY S.P.A;MADONNA DEGLI ANGELI 206 66100;42.348290599999999;14.162752299999999
7472;TAMOIL Brecciarola;DI PASQUALE ROBERTO;Statale 5 Via Tiburtina Valeria, Km. 213+320, dir. PESCARA - -;42.32094127526514;14.088833928108215
27304;Più carburanti;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;Località Villa Selciaroli  66014;42.27571066944312;14.340350080148255
54116;54117;BM FUEL PETROLI SOCIETA' A RESPONSABILITA' LIMITATA;ENRICO MATTEI 35 66051;42.066377532751105;14.682781843038931
49100;Smart Oil - Dogliola;LAURETI PETROLI S.R.L.;VIA SS 650 KM 61+915 LOC. FARA SN 66050, DOGLIOLA (CH)  66050;41.94740529675128;14.666210115370978
38318;RES FARA FILORUM PETRI;"TRADE INVEST S.R.L.";Statale 81 Piceno Aprutina, Km. 160+600, dir. GUARDIAGRELE  66010;42.243993103093025;14.180884659290314
15862;MED OIL 48081 Fara San Martino;MED OIL - SOCIETA' A RESPONSABILITA' LIMITATA;VIA LOCALITA' MEZZE MACCHIE 22 66015, FARA SAN MARTINO (CH)  66015;42.101124039604464;14.230554682209004
25323;Eni Fossacesia;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;SP EX SS 524 KM 8+710  SN 66022;42.23322707125807;14.462730183731082
6666;FOSSACESIA SS 16 ADRIATICA KM 487+95;SERVIZI & GESTIONI ITALIA S.R.L.;SS 16 ADRIATICA KM 487+95 SNC 66022;42.25143494357952;14.507437568122896
33693;marina del sole;"DARSENA SRL";LOCALITA' GROTTE  66022;42.23626702338333;14.539597928524017
34002;SELF AREA THOMAS;SELF AREA THOMAS DI BASCIANO TOMMASO;Statale 652 di Fondo Valle Sangro, Km. 78+344, dir. Nord  66022;42.20906452393309;14.489663243293762
57511;Self Area Thomas;THOMAS S.R.L.;STATALE 652 KM 78+344 SNC 66022;42.209034723310516;14.48997974395752
50992;FUEL FELICE CORRADO;FELICE CORRADO;VIA S.M. MATER DOMINI  66050;41.90459978193121;14.486717004776928
27745;8143;T.D.M. S.R.L.;ALCYONE 255 66023;42.44257992682259;14.25558552145958
50186;eni;PORZIO GESTIONI COMMERCIALI DI PORZIO ANDREA & C. SAS;16 Adriatica, Km. 435+545, nord - 66023;42.43339614374133;14.264130237521728
37984;Eni 26582;AZZURRA DI GALASSO DAVIDE & C. S.A.S.;Statale 263 di Val di Foro e di Bocca di Valle, Km. 0+400, dir. Est - 66023;42.399593569278274;14.319377839565277
48391;ESSO FRANCAVILLA AL MARE;PAD MULTIENERGY S.P.A;16 Adriatica, Km. 455+500, Nord - 66023;42.422637802867236;14.28291454911232
31187;GASOLIN SELF;PETROL SERVICE S.R.L.;Viale Alcione 50 66023;42.42930507583069;14.27599946494297
56801;GASOLINE SELF;GASOLINE SERVICE SRL;VIALE ALCIONE 50 66023;42.430215953616134;14.274900779128075
56800;GASOLINE STATION;GASOLINE SERVICE SRL;COMUNALE SAN LEONARDO SNC 66023;42.4216745367432;14.273096323013306
15231;gasoline station;PETROL SERVICE S.R.L.;SAN LEONARDO . 66023;42.4216542911159;14.27310465597725
46911;IP;DI IULIO GIUSEPPE;Strada Statale, Km. 454 350, Francavilla AL MARE - 66023;42.42853203455841;14.27160006803922
37966;IP;DI IULIO GIUSEPPE;via alcione 16 66023;42.427390177642444;14.27881555257045
50893;OK FRANCAVILLA;FEA S.R.L.;16 Adriatica, Km. 452+520, SUD  66023;42.43960221166939;14.254556966934189
58885;Pv 6606 Francavilla Al Mare;GESTIONI INNOVATIVE ITALIA S.R.L.;SS 16 KM 454+653 SN 66023;42.42697;14.2745
9538;PV FRESAGRANDINARIA;PETROL ABRUZZO SRL SOCIETA' UNIPERSONALE;VIALE ABRUZZO SNC 66050;41.97539415691512;14.672203660011292
17355;marcovecchio falco carburanti;MARCOVECCHIO FALCO;VIA BEATO ANGELO 56 66050;42.007712947132866;14.58593161942781
54126;PETROLSERVICE SRL;PETROLSERVICE S.R.L.;SAN SEBASTIANO 10 66010;42.062524280947464;14.275864362716714
49632;ESSO GISSI - LOC. LAMA DEI TERZI;PAD MULTIENERGY S.P.A;LOC. LAMA DEI TERZI  67052;42.062731688189;14.590668118665615
48435;GIULIANO TEATINO X FUEL;CARBURANTI FRATELLI FERRARA SRLS;via  nevi 241 66010;42.31126127393379;14.28060708910841
8917;Marroncelli & C. sas di Marroncelli Camillo & Roberto ;MARRONCELLI & C. SOCIETA' IN ACCOMANDITA SEMPLICE DI MARRONCELLI CAMILLO E ROBERTO;Via Andrea Bafile 1/3 66016;42.2016213;14.2185672
29999;MARRONCELLI & C. SOCIETÀ IN ACCOMANDITA SEMPLICE DI MARRONCELLI CAMILLO E ROBERTO;MARRONCELLI & C. SOCIETA' IN ACCOMANDITA SEMPLICE DI MARRONCELLI CAMILLO E ROBERTO;VIA OCCIDENTALE snc 66016;42.193185754121394;14.220181033015251
53630;Verna Mattia;VM CARBURANTI DI VERNA MATTIA;PIANO FONTI 52 66016;42.1910579;14.2585172
58739;LAMA DEI PELIGNI;"IP SERVICES S.R.L.";LARGO DEL MERCATO SNC 66010;42.0410051;14.1862192
57121;Area di servizio ENI 26609;A&R - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VILLA ELCE SNC 66034;42.182093;14.393605
33960;DI NUNZIO SRL;DI NUNZIO S.R.L.;VIA ICONICELLA 326/B 66034;42.21744469574228;14.419393390417099
9111;Eni Lanciano di Salomone Nicola & c.s.n.c;DISTRIBUZIONE CARBURANTI E LUBRIFICANTI-DI- SALOMONE NICOLA E C. S.N.C.;VIA PER FOSSACESIA 96 66034;42.2258473063603;14.399688747325627
45244;ESSO LANCIANO - SS 84 KM 75+170;PAD MULTIENERGY S.P.A;84 Frentana, Km. 75+170, Lanciano - 66034;42.20991419724995;14.386967037549871
28404;IP;FRAIOLI MARIO;CAPPUCCINI 29 66034;42.22646862267286;14.3876913699753
27829;IP G.L. Carburanti e gomme;G.L. CARBURANTI S.N.C. DI DELL'ELCE WILLIAM & PRIMOMO GABRIELE;Via Iconicella snc 66034;42.225104961792454;14.405091488793946
5526;LANCIANO;"IP SERVICES S.R.L.";Via del Mare 13/15 66034;42.23199091592006;14.397363976686506
32194;LANCIANO - S.P. SAN VITO;"IP SERVICES S.R.L.";S.P. SAN VITO - LANCIANO KM. 7,754  66034;42.229790069722114;14.404611487102557
6675;LANCIANO VIA GUIDO ROSATO S.N.C.;SERVIZI & GESTIONI ITALIA S.R.L.;VIA GUIDO ROSATO S.N.C. 66030;42.22086426669915;14.389418363571167
44178;PACE SERVICE S.R.L.;PACE SERVICE S.R.L.;CONTRADA VILLA MARTELLI ZONA ARTIGIANALE  66034;42.238140985793024;14.407386871775657
23483;stazione eni;RANELLONE GIUSEPPE;VIA DEL MARE SNC 66034;42.23514222680647;14.396986216306686
36293;ALENTO EST;NUOVA SIDAP S.R.L.;Autostrada A14 BOLOGNA-BARI-TARANTO, Km. 393, dir. Est - 66010;42.388474890565625;14.289200976490974
3730;ALENTO OVEST;FERRO VITO- AREA DI SERVIZIO "ALENTO OVEST";Autostrada A14 BOLOGNA-BARI-TARANTO, Km. 393+900, dir. Sud - 66010;42.38654047428998;14.288167055225358
58401;COPPA CARBURANTI ;COPPA VINCENZO;PIANE SAN PANTALEONE 129 66010;42.35876493698409;14.29342969131468
8897;De Marco Patrizio;De Marco Patrizio;VIA ROMA 134 66010;42.35575839400206;14.287958095037084
30067;MED OIL 48112 Miglianico;MED OIL - SOCIETA' A RESPONSABILITA' LIMITATA;VIA S.P. CERRETO SUPERIORE SNC 66010, MIGLIANICO (CH) snc 66010;42.39155456359505;14.296723902225494
50894;OK MIGLIANICO;FEA S.R.L.;VIA VAL DI FORO SNC 66010;42.36003144397989;14.278480262565608
52321;OK MIGLIANICO 2;FEA S.R.L.;CONTRADA CERRETO 2 66010;42.359497000123;14.276871000123
48440;MONTAZZOLI X FUEL;CARBURANTI FRATELLI FERRARA SRLS;Via Aldo Moro 17 66030;41.941873351840634;14.427484170774063
25802;stazione di servizio d.b.a. amedeo;DI BERARDINO AMEDEO;via verlinghiera 8 66010;41.998772718876715;14.252272993326187
6293;Eni Mozzagrogna;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;SPADARIA PEDEMONTANA KM 4+140 SNC 66030;42.200907084879;14.468751919383635
21985;TAMOIL SANGRO CARBURANTI;SANGRO CARBURANTI DI MAIOCCO GENNARO S.N.C.;Statale 652 di Fondo Valle Sangro, Km. 74+300, dir. atessa - 66030;42.17956798460181;14.460786581039428
49357;ESSO;LIBERMAN S.R.L.;ORTONESE SS 538 KM 18+149 SNC 66036;42.21908548851843;14.278519153594965
41335;MASCITTI CARBURANTI;OROIL SRLS;Via Achille Rosica 1 66036;42.22002313558617;14.285705258452595
55661;AREA DI SERVIZIO ENI di Seccia Gianluca;SECCIA GIANLUCA;16 LOC. S. LIBERATA KM 468+204 - 66026;42.3522441;14.4028113
46123;distributore "pompa bianca" di sarchese roberto;distributore retitalia di sarchese roberto;monte maiella 14 66026;42.356766000123;14.402704000123
13834;Ditta Ranalli Giuseppe Srl;DITTA RANALLI GIUSEPPE - S.R.L.;VIA PORTO 68 66026;42.356897543793664;14.412005363993103
9424;eni;TUCCI ALESSANDRO;S.S.538 MARRUCINA  66026;42.33015051367128;14.390920400619507
50892;OK ORTONA;FEA S.R.L.; C.DA SANTA LIBERATA SNC 66026;42.3431573093235;14.37651472387314
20095;spadera italia srl;"SPADERA ITALIA S.R.L.";CONTRADA CALDARI STAZIONE 48 66026;42.2997057115289;14.360691905021667
55200;TAMOIL ORTONA VIA MONTE MAIELLA, 14;PAD MULTIENERGY S.P.A;MONTE MAIELLA 14 66026;42.356692000000002;14.4027338
14772;TRE ESSE di Seccia Franceco e C SAS;TRE ESSE DI SECCIA FRANCESCO E C. S.A.S.;VIA DELLA LIBERTA' 160 66026;42.346622248023714;14.401949644088745
50449;Eni Paglieta;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;VIALE ADRIATICO 15 66020;42.17120323550269;14.502043724060053
58562;stazione IP;DAMACA S.R.L.S.;Contrada Sinaglia SNC 66020;42.1760905157612;14.486591190090937
50077;STAZIONE SERVIZIO IP;CIMINI S.R.L.;C.DA SINAGLIA SNC 66020;42.175135959455254;14.48649287223816
53847;AVENTINO SNC;"AVENTINO S.N.C. DI PARENTE PASQUALE E CASCIATO SALVATORE";COLLESALARDO . 66017;41.978454;14.1334633
48438;PALOMBARO FC;CARBURANTI FRATELLI FERRARA SRLS;frazione Limiti Di Sopra 1 66010;42.13530190991244;14.234667932097116
44783;PERANO;ARCHE' S.R.L.;SS 154 KM 1+780  197 66040;42.10913050073304;14.375859126448631
30344;ROSSCARBURANTISASDIROSSETTIGABRIELEEC.;ROSS CARBURANTI S.A.S. DI ROSSETTI ANNA ANGELA E C.;VIA QUADRONI 22 66040;42.109121546417754;14.375867173075676
55644;PIZZOIL ;PIZZOIL DI D'ORAZIO ENDI;FUNGITOIO SNC 66040;41.92041709182824;14.236736297607381
28591;IP-ITALA-POGGIOFIORITO;ITALA PETROLI S.R.L.;strada statale 528 km 12+492  66030;42.256776348508275;14.318916499614716
28944;fantacuzzi carburanti;FANTACUZZI ROBERTO;VIA A. MUZIO 18 66020;42.138521839366554;14.596661434986345
34040;Più carburanti;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;VIA M. CARUSI 67 66020;42.13775317346714;14.588527842397298
39610;ENI 27259;C & C EVENTI DI LEGNINI LIBERATA & C. SAS;STRADA STATALE 539 KM 20 66010;42.21899887051227;14.138380363583565
58717;Eni Pretoro;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;CAPPELLE 35 66010;42.218974210315075;14.138418998702988
32457;QUADRI - P.ZZA DEL POPOLO;"IP SERVICES S.R.L.";P.ZZA DEL POPOLO  66040;41.92560199559857;14.288694635582033
43220;mangifesta srl;MANGIFESTA S.R.L.;VIA ARENARO SANTA CECILIA 83 66010;42.38136196255973;14.265587364418025
58755;PORTOBELLO AREA DI SERVIZIO;PORTOBELLO AREA DI SERVIZIO;Contrada Santa Calcagna  66020;42.259808479959815;14.430517852306366
33908;ROCCACARBURANTI;"ROCCACARBURANTI DI DI DONATO ANNA E C. - S.A.S.";C.da Collegrande  66040;42.070420142018314;14.315395504236221
42320;26700Costantini Carburanti Sas di Giuseppe Costantini;COSTANTINI CARBURANTI DI GIUSEPPE COSTANTINI S.A.S.;via aterno snc 66020;42.421978665129956;14.165290296077728
55957;ESSO SAN GIOVANNI TEATINO VIA CAVOUR;PAD MULTIENERGY S.P.A;LOC. SAMBUCETO VIA CAVOUR 22 66020;42.425956;14.193117
30065;MED OIL 48031 Ipercoop;MED OIL - SOCIETA' A RESPONSABILITA' LIMITATA;VIA VIA PO 1 66020, SAN GIOVANNI TEATINO (CH) 1 66020;42.41612195459429;14.170339554548264
50436;PAD ;F.C. TRASPORTI S.R.L.;VIA CAVOUR 24 66020;42.42560297474558;14.192844088400685
10692;Sozio Carburanti;DITTA SOZIO DI PASQUALE & INNOCENZO SOZIO S.N.C.;VIA BOLZANO S.N.C. 66020;42.42990119836992;14.193034513630664
34584;SOZIO CARBURANTI METANO;DITTA SOZIO DI PASQUALE & INNOCENZO SOZIO S.N.C.;Via Bolzano  snc 66020;42.42877747610566;14.192067935057139
11980;colella tonino;COLELLA TONINO;VIA MONTENERO SNC 66050;42.039129852285804;14.736612203492314
57412;ENI;ENI;PIGAFETTA SNC 66050;42.067681575189646;14.773409677246105
51715;ENI SAN SALVO;CANNONE VINCENZO;via sandro pertini snc 66042;42.05123300569853;14.740150204678963
52897;GG OIL;GRANATA GIANFRANCO S.R.L.;16 Adriatica, Km. 523-568, SUD  66050;42.070722782779505;14.764133095741272
43826;GGOIL METANO;GRANATA GIANFRANCO S.R.L.;STRADA VECCHIO MULINO  66050;42.055925570817784;14.757030928743006
15894;MED OIL 48043 San Salvo;MED OIL - SOCIETA' A RESPONSABILITA' LIMITATA;VIA LOCALITA' SANT'ANGELO S.N. 66050, SAN SALVO (CH)  66050;42.058175119756115;14.762739830688474
8621;SAN SALVO;"IP SERVICES S.R.L.";via Grasceta snc 66050;42.058194781888545;14.738045247850437
30677;SAN SALVO - S.S. 650;"IP SERVICES S.R.L.";S.S. 650 VALLE TRIGNO KM. 74,150  66020;42.033831875362324;14.74850804662708
8093;Sandro Tranchetti;DI.T.S. S.A.S. DI TRANCHETTI SANDRO & C.;S.S.16 C/da MARINELLE 66050, SAN SALVO (CH) 34 66050;42.06756806892084;14.773296117782593
16623;stazione di servizio opera fuel;VICOLI ANTONIO;PIAZZALE SIV SP TRIGNINA SNC  66050;42.05664725477979;14.753017276525497
42677;DISTRIBUTORE IP di DI PAOLO PAOLO;DI PAOLO PAOLO;VIA MATTEOTTI 114 66038;42.297285961506915;14.443797969180423
58493;Distributore IP Lleshi pashke;LLESHI PASHKE;LANCIANO 27 66038;42.294943260807074;14.412465775927238
43007;DISTRIBUTORE IP STANISCIA ADRIANA;STANISCIA ADRIANA;VIA LANCIANO 27 66038;42.295375831907634;14.411020317790985
54907;ESSO - SAN VITO CHIETINO - VIA ADRIATICA NORD, 19;PAD MULTIENERGY S.P.A;S.S. 16 KM. 478+687 19 66038;42.309750999999999;14.441496000000001
59883;OK SANT'EUSANIO DEL SANGRO;FEA S.R.L.;Contrada Brecciaio  66037;42.1398903;14.3920223
26114;16575 SANTA MARIA IMBARO CHIETI ;ENIMOOV S.P.A.; S.S.524 KM.5,500  66030;42.214672750799494;14.434782564640045
47715;SANTA MARIA IMBARO;MENNILLI PETROLI S.R.L.;VIA NAZIONALE PER LANCIANO 26 66030;42.21754700000002;14.442990326389301
39756;GIACOMUCCI SNC;" GIACOMUCCI S.N.C. DI GIACOMUCCI GIOVANNI & C. ";CONTRADA RAGNA, 47 66020;42.09743409200307;14.598743990063667
22050;Marrone Carburanti;MARRONE GIANPIERO;ABRAMO RANALLI 1/2 66020;42.10962318512206;14.565018564462662
33746;CARBURANTI TUCCI;TUCCI ADELE;STRADA PROVINCIALE 77  66045;41.81432625117751;14.485692197493677
37987;Eni 26610;AZZURRA DI GALASSO DAVIDE & C. S.A.S.;C.da Colle della Signora SNC 66010;42.349659207196076;14.318630039724667
38476;PETROL GAMMA TORINO DI SANGRO;PETROL GAMMA S.R.L.;contrada schiavonesco 18 66020;42.207475932466814;14.571889042854309
47702;SANGRO EST;SARNI S.R.L.;A14 BOLOGNA-BARI-TARANTO, Km. 428.8, BO - 66020;42.20078538718963;14.562347186326482
36284;SANGRO OVEST;SARNI S.R.L.;Autostrada A14 BOLOGNA-BARI-TARANTO, Km. 428+800, dir. SUD - 66020;42.199835592582275;14.56280305981636
32369;TORINO DI SANGRO - CROCE DI MARE;"IP SERVICES S.R.L.";VIA CROCE DI MARE   66020;42.19418509618471;14.544673760747855
44503;Area n. 2 San Giovanni Tornareccio;CARBURANTI FRATELLI FERRARA SRLS;S.S.364 n.16   66030;42.017864000123;14.419063000123
50905;IP TORNARECCIO;DITTA DI BATTISTA ALBERINDO S.R.L.;via Roma 56  64014;42.037770545637635;14.411496650341217
20924;Area Torrevecchia Teatina;GOLDENGAS - SOCIETA' PER AZIONI;Statale 649 di Fondo Valle Alento, Km. 4+609, dir. NORD - 66010;42.392024841344494;14.25085611641407
24792;IP -CH- TUFILLO;ITALA PETROLI S.R.L.;SS 650 KM 58,600 - TRIGNINA SNC 66050;41.918149468203445;14.66151773929596
58162;51342  VASTO;ENIMOOV S.P.A.;VIA CICCARONE FONDO STRADA S.NICOLA  113  ;42.12531;14.71048
35651;AGIP F.LLI CIPOLLA SRLS;F.LLI CIPOLLA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;LOCALITA' BUONANOTTE SNC 66054;42.07668569482614;14.749616906046867
56438;ENI;ENI;STATALE 16 NORD KM.511 . 66054;42.158910451468294;14.70979845550583
9753;ENI;CLD DI CANNONE LEONARDO & C. S.A.S.;CORSO MAZZINI 369 66054;42.12485702599276;14.703525519049094
32460;eni d'annunzio;D'ANNUNZIO ROBERTO - STAZIONE DI SERVIZIO I.P.;via ciccarone  113 66054;42.12526772321596;14.7107011687865
57563;ESSO VASTO CIRCONVALLAZIONE HISTONIENSE;PAD MULTIENERGY S.P.A;CIRCONVALLAZ. HISTONIENSE 54 66054;42.104559;14.705871
58977;IP;ABRUZZO ENERGY S.R.L.;S.S. 16 KM 504+260 SNC 66054;42.163818;14.645971
58756;PORTOBELLO VASTO;ISTONIENSE S.R.L.;CIRCONVALLAZIONE HISTONIENSE  66054;42.120048551131184;14.700513035058975
9774;SHELL GOLDENGAS;BEB S.R.L.;VIA CARDONE SNC 66054;42.09783591510486;14.701091051101685
19174;Stazione Esso ;F.LLI COSTANTINI - S.N.C. DI COSTANTINI ANGELO & CO.;CIRCONVALLAZIONE HISTONIENSE 54 66054;42.09822241118974;14.69696044921875
26665;TOTALERG;BORDONI PIETRO & C. S.N.C.;CORSO MAZZINI 242 66054;42.12209159141322;14.70568030555728
32276;VASTO - MAZZINI;"IP SERVICES S.R.L.";CORSO MAZZINI  66054;42.11811932521587;14.708333979720237
23379;Vasto Via del Porto;T.D.P. CARBURANTI S.R.L.;VIA DEL PORTO SN 66054;42.14668987996914;14.71304565668106
55473;DI CRISCIO VINCENZO;DI CRISCIO VINCENZO;558 KM 42+487 STAZ. FF.SS - SNC 66047;44.7821698;7.9091788
52788;LA SOSTA;LA VILLA NOVA SRL;S.S.652 F.V. SANGRO KM. 41 S.N.C. 66047;42.466;14.2138
33760;STANZIANI MASSIMO;STANZIANI MASSIMO;VIA PER PENNADOMO SN 66047;41.94485209792204;14.348364472389221
25893;Tommaso De Luca carburanti;TOMMASO DE LUCA CARBURANTI S.R.L.;via val di foro 136 136 66010;42.312308274268474;14.239075183868408
20368;Stazione di Servizio IP;ROTOLA FABIO;VIA VIA G. MATTEOTTI 2 65020, ALANNO (PE) 2 65020;42.289041548245685;14.006262160713163
46427;8144;T.D.M. S.R.L.;153 KM 3+940 SNC 65022;42.21501254079113;13.820407210450753
22691;dist. totalerg-goldengas;ORLANDO ZOPITO;STRADA PROVINCIALE VARIANTE SOTTO CAPPELLE  65010;42.46660789680314;14.094767255744253
52524;Distributore Eni Claudio Di Piero;DI PIERO CLAUDIO;S.S 487 km17+555  65023;42.16438580624492;14.003527603736709
34510;Distributore Eni Tocco;TOCCO NICOLINO;Strada Statale 487, Km. 17.555, dir. Pescara  65023;42.164401066571344;14.00350883603096
51040;IP Catignano AL-GEDI SRL;AL-GEDI S.R.L.;602 di Forca di Penne, Km. 37+092, cepagatti  065010;42.349543949455736;13.96608825016858
44622;BPS PETROLI S.R.L.;BPS PETROLI S.R.L.;602 di Forca di Penne, Km. 50+200, PESCARA - 65012;42.365494;14.087686
48602;DAM CARBURANTI ;COMPRESSIONE METANO ABRUZZO DI BOCCANERA GIOVANNI & C. S.A.S.;VIA VIA PONTE DELLE FASCINE S.N. 65012, CEPAGATTI (PE)  65012;42.33959240486815;14.11664276838917
49885;DANILO DI GIOACCHINO;DI GIOACCHINO DANILO SRL;81 Piceno Aprutina, Km. 128+0.75, sud - 65012;42.36531431464556;14.087373330625041
41203;Energia;ENERGIA S.N.C. DI AMBROSINI ALESSANDRO & C.;via Nazionale snc 65012;42.39013063478537;14.13216233253479
49582;P.V. CEPAGATTI;LAURETI OIL SRL;VIA MATILDE SERAO 18 65012;42.345453890357575;14.112605464729866
58443;Sopea Gestioni Cepagatti;SOPEA GESTIONI S.R.L.;Via Dante Alighieri  65012;42.36558;14.09133
58440;Sopea Gestioni Villanova;SOPEA GESTIONI S.R.L.;Via Gabriele D'Annunzio  65012;42.41320;14.15180
57251;Stazione di Servizio IP ;Stazione di Servizio IP ;Via Lombardia  65012;42.39820098149461;14.142763585764083
14589;TOTALERG;CIMINI ATTILIO;Località Bucceri  65012;42.34604101278591;14.129356741905212
27382;8145;T.D.M. S.R.L.;S.S. 16 KM 438+860 SNC 65013;42.5241915850161;14.140353798866272
46112;Angolana Carburanti ;ANGOLANA CARBURANTI SNC DI DI PRONIO GIUSEPPE E CELLINESE FILIPPO;16 Adriatica, Km. 438+538, Sud   65013;42.526123000123;14.137977000123
34060;ENI AREA SERVIZI SAS;AREA SERVIZI S.A.S. DI BRUNA GIOVANNETTI;VIA XXII MAGGIO 1944 1 65013;42.521784732985296;14.139023456344603
55076;Eni CSA;PETROLBITUMI - SOCIETA A RESPONSABILITA LIMITATA;S.MARTINO BASSA LUNGOFINO 20 65013;42.509347173048674;14.124045256958023
8824;Francesco Di Maurizio;DI MAURIZIO FRANCESCO;VIA G.D'ANNUNZIO  65013;42.51922728605931;14.062221302997614
34061;Laureti Petroli Srl - Città Sant'Angelo;LAURETI PETROLI S.R.L.; LOC. MADONNA DELLA PACE SNC 65013;42.52008531041145;14.097542390227318
52051;Martina REfuel - San Martino Bassa;REFUEL SRL;Strada Lungofino 6 65013;42.51864038295636;14.134222049316174
22041;OCCHIOCUPO O. & SAGAZIO E. SNC;OCCHIOCUPO OSVALDO & SAGAZIO ERNESTO S.N.C.;STRADA PROVINCIALE LUNGOFINO 20 65013;42.51494951745635;14.129155576229095
50889;Q8;DILA.OLI S.A.S. DI ANDREOLI PAOLO E DI LAURO GIOVANNI;srada statale Lungofino km 4+442 65013;42.491147835066094;14.00025014219591
50763;SHELL - CITTA' S. ANGELO Viale Petruzzi 108;PAD MULTIENERGY S.P.A;VIALE PETRUZZI 108 65013;42.52076102121929;14.118219326991385
54245;GRANCHELLI ANTONIO;GRANCHELLI ANTONIO;Contrada Fontebruna 2 65010;42.37912263412054;13.904054142189013
49828;Stazione di Servizio Granchelli Claudio;GRANCHELLI CLAUDIO;ABATE CASARI SN 65010;42.365012644447255;13.886597454547882
52046;Martina REfuel - Collecorvino;REFUEL SRL;Viale Italia 131 65010;42.44442990960114;14.048592650788477
49065;Petrol Gamma collecorvino;PETROL GAMMA S.R.L.;Strada statale 151 della Valle del Tavo, Km. 12+450 sn 65010;42.43639892443602;14.036095738410944
19569;SCIARRA ALBERTO ;SCIARRA ALBERTO;CONTRADA SANT'ANATOLIA  65020;42.30661271710979;13.933699652552605
28966;Cega Carburanti di Pompili Gabriele;DI TULLIO AMELIA S.N.C. DI POMPILI GABRIELE;SAN ROCCO 19 65010;42.44246733957611;13.82150300779574
28590;IP-ITALA-LETTOMANOPPELLO;ITALA PETROLI S.R.L.;Strada Provinciale Scafa Manoppello, km3  65020;42.25207758694771;14.02350202202797
44876;OK CARBURANTI;ALENTO FUEL S.R.L. IN LIQUIDAZIONE; C.DA SCRIZZETTO 45 65014;42.38409023495007;13.964299388885479
